id,form_number,title,current_category,current_status,target_area,confidence,reason
cfac9e17-eb27-4d62-b931-c2bd1d89e63a,12.905,Supplemental Petition to Modify Child Support,civil,rejected,filing,high,filing title signal: petition
3988f23e-a876-4118-81cc-9cf9aa0cf85a,12.905(a),"Supplemental Petition to Modify Parental Responsibility, Visitation or Parenting Plan/Time–Sharing Schedule and Other Re",family_law_support,published,filing,high,filing title signal: petition
ff602468-79a6-4abb-b516-298c65efee60,12.905(b),Supplemental Petition for Modification of Child Support,family_law_support,published,filing,high,filing title signal: petition
9ad8d689-807d-4dc9-b955-3e29aece0fba,12.905(c),Supplemental Petition for Modification of Alimony,family_law_support,published,filing,high,filing title signal: petition
a444f61d-2393-4993-b48d-91bde95d1a95,12.910(a),12.910 A ,family_law_support,published,filing,high,FL Supreme Court family law form series (12.9xx)
d0ca71c9-8160-4c46-9be2-046f67a1f9c2,12.911(a),Subpoena for Hearing or Trial (Issued by Clerk),family_law_support,published,filing,high,filing title signal: subpoena
dfb16413-2902-4dfe-b8ef-71c5b768ef97,12.911(b),Subpoena for Hearing or Trial (Issued by Attorney),family_law_support,published,filing,high,filing title signal: subpoena
e64e60ec-e34e-4fdd-a0c4-8225bdcda66c,12.911(c),Subpoena Duces Tecum for Hearing or Trial (Issued by Clerk),family_law_support,published,filing,high,filing title signal: subpoena
e872178b-fc13-41a0-a8f5-0547bb1ff7af,12.911(d),Subpoena Duces Tecum for Hearing or Trial (Issued by Attorney),family_law_support,published,filing,high,filing title signal: subpoena
b76de184-4fc3-4f95-8264-3f6af9cbb628,12.911(e),Subpoena for Deposition (Issued by Clerk),family_law_support,published,filing,high,filing title signal: subpoena
fbe79f30-fe17-40fe-a648-6cff776beab8,12.912(a),Memorandum for Certificate of Military Service (09/16),family_law_support,published,filing,high,FL Supreme Court family law form series (12.9xx)
e49b9a8f-98aa-41f5-b925-56defd6db403,12.912(b),Affidavit of Military Service,family_law_support,published,filing,high,filing title signal: affidavit
91664a70-c0bd-49f8-b44b-4a3a3cf305e0,12.913(a)(1),12.913 A  1 ,family_law_support,published,filing,high,FL Supreme Court family law form series (12.9xx)
a7a9a5fb-6e98-467d-806f-dcc250838b57,12.913(a)(2),Affidavit of Diligent Search,family_law_support,published,filing,high,filing title signal: affidavit
3af32c12-bb9e-4a11-8b82-7c72027f4a65,12.913(a)(3),Notice of Action for Termination of Parental Rights and Stepparent Adoption,family_law_support,published,filing,high,filing title signal: notice of
89f33237-a1c4-4f35-bb59-e422e1af2c6d,12.914,Certificate of Service,family_law_support,published,filing,high,FL Supreme Court family law form series (12.9xx)
d0173772-bcf6-4238-a9b9-714f4e917dc8,12.915,Designation of Current Mailing and E-mail Address,family_law_support,published,filing,high,filing title signal: designation of
887bbed9-0135-4521-891b-8412d78ca701,12.920(a),Motion for Referral to General Magistrate,family_law_modification,published,filing,high,filing title signal: motion
451a09df-8f52-4f2d-bf92-3929f4d0adeb,12.920(c),12.920 C .,family_law_modification,published,filing,high,FL Supreme Court family law form series (12.9xx)
c89ee02b-8609-461b-864e-096021c30a16,12.921,Notice of Hearing (Child Support Enforcement Hearing Officer),family_law_modification,published,filing,high,filing title signal: notice of
50d8d7d1-bf0f-4716-97f5-bda9b5d223a6,12.922(a),Motion for Default,family_law_modification,published,filing,high,filing title signal: motion
8381aa42-933f-457b-a961-70e97439c5e9,12.922(c),Motion to Set Aside Default or Default Judgment,family_law_modification,published,filing,high,filing title signal: motion
8ce74758-fb1c-4c98-956d-ec038979a303,12.923,Notice of Hearing (General),family_law_modification,published,filing,high,filing title signal: notice of
3f2e1e7c-ed13-469f-91f8-b54df60d6a26,12.927,Notice of Voluntary Dismissal,family_law_modification,published,filing,high,filing title signal: notice of
c38c7a2d-e086-4afd-9c23-b6be13c35f6e,12.928,Cover Sheet for Family Court Cases,family_law_modification,published,filing,high,FL Supreme Court family law form series (12.9xx)
7ade89f8-44dc-443d-9687-1625dbf8a2d2,12.930(b),Notice of Service of Answers to Standard Family Law Interrogatories,family_law_contempt,published,filing,high,filing title signal: answer
f933a291-5e89-4ef5-a032-3a75f85fcd5c,12.930(c),Standard Family Law Interrogatories for Modification Proceedings,family_law_contempt,published,filing,high,filing title signal: modification
f2dff847-edec-4790-ace7-3cd712928c74,12.931(a),IMPORTANT INFORMATION REGARDING E-FILING,family_law_contempt,published,filing,high,FL Supreme Court family law form series (12.9xx)
efb510d3-9540-404f-bf1e-b35d56793174,12.932,Certificate of Compliance with Mandatory Disclosure,unknown,published,filing,high,FL Supreme Court family law form series (12.9xx)
666a324b-cc6b-432c-9f2c-e1f290696274,12.940(e),Order Dissolving Temporary Injunction,family_law_enforcement,published,filing,high,filing title signal: injunction
f0642826-e4cb-44de-8384-09fcdd9e44f7,12.941(a),Verified Motion for Temporary Injunction to Prevent Removal of Minor Child(ren) and/or Denial of Passport Services,family_law_enforcement,published,filing,high,filing title signal: motion
2379f7c3-df58-4776-839a-bed34ceb265f,12.941(b),Temporary Injunction to Prevent Removal of Minor Child(ren) and/or Denial of Passport Services (Ex Parte),family_law_enforcement,published,filing,high,filing title signal: injunction
0e2b5669-75d6-4d10-bcba-5577ea0c78bb,12.941(c),Temporary Injunction to Prevent Removal of Minor Child(ren) and/or Denial of Passport Services (After Notice),family_law_dissolution,published,filing,high,filing title signal: injunction
0ad7429d-e4b2-40d3-b7eb-61982244e59f,12.947(a),12.947 A ,family_law_enforcement,published,filing,high,FL Supreme Court family law form series (12.9xx)
23e49c57-62f9-46cb-adb7-9411651b0f3b,12.947(c),12.947 C ,family_law_enforcement,published,filing,high,FL Supreme Court family law form series (12.9xx)
ac0233e6-ff2e-4e72-853e-400ba1a569fb,12.980(a),Petition for Injunction for Protection Against Domestic Violence,domestic_violence,published,filing,high,filing title signal: petition
f617a433-6d25-418d-8992-3eea123837bb,12.980(b),"Order Setting Hearing on Petition for Injunction for Protection Against Domestic Violence, Repeat Violence, Dating Viole",domestic_violence,published,filing,high,filing title signal: petition
bbf31d43-aee1-44d9-af95-a4656b574200,12.980(c)(1),12.980 C  1 ,domestic_violence,published,filing,high,FL Supreme Court family law form series (12.9xx)
3e39b71a-fa02-45b6-913f-c4679f437b75,12.980(c)(2),Temporary Injunction for Protection Against Domestic Violence with Minor Children,domestic_violence,published,filing,high,filing title signal: injunction
5ebe2b3b-63f5-46c7-a206-fef5402de193,12.980(d)(1),Temporary Injunction for Protection Against Domestic Violence without Minor Children,domestic_violence,published,filing,high,filing title signal: injunction
b6255155-f6cc-481a-a01f-3bc8a3705bda,12.980(d)(2),Final Judgment of Injunction for Protection Against Domestic Violence with Minor Children (After Notice),domestic_violence,published,filing,high,filing title signal: judgment
278c03b9-8b52-444c-b5b6-ed327c385e66,12.980(e),Final Judgment of Injunction for Protection Against Domestic Violence without Minor Children (After Notice),domestic_violence,published,filing,high,filing title signal: judgment
212fd154-92b6-4891-af35-f4a4b3d85882,12.980(f),Petition for Injunction for Protection Against Repeat Violence,domestic_violence,published,filing,high,filing title signal: petition
bc97e126-54f8-494b-9d8f-b96c9dfc0c17,12.980(g),Temporary Injunction for Protection Against Repeat Violence,domestic_violence,published,filing,high,filing title signal: injunction
104aea2f-f4bb-4738-8e62-484237a2a085,12.980(h),12.980 H ,domestic_violence,published,filing,high,FL Supreme Court family law form series (12.9xx)
d8e96b10-0789-460b-8c09-a39a040a82dc,12.980(i),12.980(I),domestic_violence,published,filing,high,FL Supreme Court family law form series (12.9xx)
1e160873-41fb-4cde-af9a-0b713328e947,12.980(j),SUPPLEMENTAL AFFIDAVIT IN SUPPORT OF PETITION FOR INJUNCTION,domestic_violence,published,filing,high,filing title signal: petition
c605ef03-c5cc-46a6-8b17-148ac1bd7f76,12.980(l),Petition for Injunction for Protection Against Dating Violence,domestic_violence,published,filing,high,filing title signal: petition
1cc0f225-c409-4331-a050-87cb5b7510e6,12.980(m),Temporary Injunction for Protection Against Dating Violence,domestic_violence,published,filing,high,filing title signal: injunction
42ccaa87-1e03-42c9-a706-9787aee317c0,12.980(n),Final Judgment of Injunction for Protection Against Dating Violence (After Notice),domestic_violence,published,filing,high,filing title signal: judgment
d46f6d79-3046-48e4-955f-0808166241fd,12.980(o),Temporary Injunction for Protection Against Dating Violence,domestic_violence,published,filing,high,filing title signal: injunction
860007f2-1303-4809-8638-abc151d0f6f2,12.980(p),Petition for Injunction for Protection Against Sexual Violence,domestic_violence,published,filing,high,filing title signal: petition
81cb7e77-1c24-49be-8107-da89324c399a,12.980(q),Petition for Injunction for Protection Against Sexual Violence,domestic_violence,published,filing,high,filing title signal: petition
9d549b76-1888-4c06-8b58-53141560bbad,12.980(r),Temporary Injunction for Protection Against Sexual Violence,domestic_violence,published,filing,high,filing title signal: injunction
7c641942-fe04-4020-98fd-e38a42f68fd2,12.980(t),Petition for Injunction for Protection Against Stalking,domestic_violence,published,filing,high,filing title signal: petition
b1a010ef-fc40-4d4c-afa2-cd6ee497bd33,12.980(u),Temporary Injunction for Protection Against Stalking,domestic_violence,published,filing,high,filing title signal: injunction
637caa02-a914-4778-aa91-c596a25a91f8,12.982(a),Petition for Change of Name (Adult),name_change,published,filing,high,filing title signal: petition
a7ecd9c4-629f-4694-b3a5-00d08b88ab47,12.982(d),Final Judgment of Change of Name (Adult),civil,rejected,filing,high,filing title signal: judgment
b0b41de9-542d-45fc-b1c8-7aa719c6d719,12.983(a),12.983 A ,family_law_misc,published,filing,high,FL Supreme Court family law form series (12.9xx)
7f259a3f-22c1-4786-b93a-f4c5a56fa8a5,12.990(a),Final Judgment of Dissolution (Uncontested),family_law,rejected,filing,high,filing title signal: judgment
030a3bb9-d73f-433d-b56e-8be6b2b40ad3,12.990(b)(1),Final Judgment of Dissolution with Children (Uncontested),family_law,rejected,filing,high,filing title signal: judgment
111b7429-9287-48ce-be84-1b21ebb95271,12.995(a),Parenting Plan,family_law_misc,published,filing,high,filing title signal: parenting plan
ec5e9bda-7e3d-42d5-8a07-794fa23c7812,7.330,Statement of Claim (Auto Negligence),small_claims,rejected,filing,high,filing title signal: statement of claim
7ba8760b-cf87-4cc4-abc6-149879ade730,7.331,Statement of Claim (Goods Sold),small_claims,rejected,filing,high,filing title signal: statement of claim
b7cd444a-b4ca-4d4e-9fe8-b8251eb9ead5,7.332,Statement of Claim (Work Done/Materials),small_claims,rejected,filing,high,filing title signal: statement of claim
1f5b3192-044a-484f-a3d6-73f2f8328c6f,7.333,Statement of Claim (Money Lent),small_claims,rejected,filing,high,filing title signal: statement of claim
221691cb-abfa-4fd2-ac93-98b337af2c84,7.334,Statement of Claim (Promissory Note),small_claims,rejected,filing,high,filing title signal: statement of claim
30e96fb7-f815-457e-8022-ec116d4a552d,7.335,Statement of Claim (Return of Security Deposit),small_claims,rejected,filing,high,filing title signal: statement of claim
9cbe87d7-43b9-41dc-bb79-ea7da19bb083,7.340,Summons/Notice to Appear,small_claims,rejected,filing,high,filing title signal: summons
c16e84fd-b5f5-40e8-9c18-1781d3a10f1f,7.343,Fact Information Sheet (for judgment enforcement),small_claims,rejected,filing,high,filing title signal: judgment
745040e8-0875-49c1-8083-e6de712f6b97,85054,DEPARTMENT OF HIGHWAY SAFETY AND MOTOR VEHICLES,clerk_administrative,review,clerk_admin,high,title junk pattern: department of highway safety
3126cd53-c5f9-487d-b01a-d9b78aa2cd37,Alachua/Alachua-Fire_Assessment_07-09-24_Information,Alachua County: Fire Assessment 07 09 24 Information,clerk_administrative,review,clerk_admin,high,title junk pattern: assessment
4ffa996c-ee39-4277-bad2-6da031aac6be,Alachua/Alachua-FY25_5th_Amendment_-_October_2025_Official_BA,Alachua County: FY25 5th Amendment   October 2025 Official BA,clerk_administrative,review,clerk_admin,high,title junk pattern: amendment
73acf9b4-b507-4ed6-8756-445a53a5154e,Alachua/Alachua-FY26_3rd_Amendment_-_BA,Alachua County: FY26 3rd Amendment   BA,clerk_administrative,review,clerk_admin,high,title junk pattern: amendment
92c7f781-c603-453f-a32e-0e8049852c49,Alachua/Alachua-Solid_Waste_Assessment_07-09-24_Information,Alachua County: Solid Waste Assessment 07 09 24 Information,clerk_administrative,review,clerk_admin,high,title junk pattern: assessment
9d714eef-9cc0-43f9-a14f-b7f3c7f2f635,Alachua/Alachua-Stormwater_Assessment_07-09-2024_Information,Alachua County: Stormwater Assessment 07 09 2024 Information,clerk_administrative,review,clerk_admin,high,title junk pattern: assessment
135c4180-8ab7-4fc7-82c7-2338e5e5ea84,Alachua/Alachua-Sugarfoot_Assessment_07-09-24_Information,Alachua County: Sugarfoot Assessment 07 09 24 Information,clerk_administrative,review,clerk_admin,high,title junk pattern: assessment
758cc7ef-ad2b-46f6-8ca7-3a4c3cabcf50,Alachua/Small-Claims-Rules-10-28-2021,Small Claims Rules (includes forms),county_local,rejected,filing,high,filing title signal: small claims
93d8db74-c1ea-41f3-baa3-76d916916688,Bradford/Bradford-Civil-Traffic-Payment-Plan-Application-02-14-25,Bradford County: Civil Traffic Payment Plan Application 02 14 25,county_local,published,filing,high,filing title signal: payment plan
a2dde948-c371-4fb8-93bf-4ff51feb84b8,Bradford/Bradford-Complaint-to-Quiet-Title-Circuit,Bradford County: Complaint to Quiet Title Circuit,county_local,published,filing,high,filing title signal: complaint
e5714e13-79e3-475e-b9b4-339aea9f37e4,Bradford/Bradford-Complaint-to-Quiet-Title-County,Complaint to Quiet Title Based on Fraudulent Conveyance,county_local,published,filing,high,filing title signal: complaint
e3943792-6dd9-4df8-bcf0-24aa8122557d,Bradford/Bradford-Designation_of_Email_Address_for_a_Party_Not_Represented_by_an_Attorney,Designation of E-Mail Address for a Party Not Represented by an Attorney,county_local,published,filing,high,filing title signal: designation of
567dba73-d80e-481e-bef8-9879706bd670,Bradford/Bradford-Document_FACC_Imaging,Bradford County: Document FACC Imaging,clerk_administrative,review,clerk_admin,high,title junk pattern: imaging
78ba67c6-4750-4252-9357-88797877f280,Bradford/Bradford-Driving_School_Affidavit_2022,DRIVING SCHOOL AFFIDAVIT,county_local,published,filing,high,filing title signal: affidavit
353355fa-e3fd-4e25-a306-9ce2e8fae764,Bradford/Bradford-Driving-School-Affidavit,Bradford County: Driving School Affidavit,county_local,published,filing,high,filing title signal: affidavit
df9a41bf-24c4-4ea8-864e-01ea5d0396e8,Bradford/Bradford-Expunge_or_Seal_Packet,Bradford County: Expunge or Seal Packet,county_local,published,filing,low,weak filing signal: instruction
466bc40a-5c45-4a8d-ad9a-096c2fe2ebce,Bradford/Bradford-ForeclosureProcess,Bradford County: ForeclosureProcess,county_local,review,uncertain,low,no filing/payment/redaction signal in metadata
40b13eb2-27da-49a9-86d1-bcc6c392591d,Bradford/Bradford-HPC-Self-Help-Workshops-Flyer,Bradford County - HPC-Self-Help-Workshops-Flyer.pdf,clerk_administrative,review,clerk_admin,high,title junk pattern: workshop
7a89dbdf-185c-42e3-88cc-30dcea6b8c34,Bradford/Bradford-Judge-Traffic-Memo,Bradford County: Judge Traffic Memo,clerk_administrative,review,clerk_admin,high,title junk pattern: memo\b
4b7463a4-8364-4a44-8a4d-04c0e28bd98b,Bradford/Bradford-Notice_of_Change_of_Address_or_Email_Address,Notice of Change of Mailing Address or Designated E-mail Address [Form 2.603],county_local,published,filing,high,filing title signal: notice of
e458b84c-2c62-4b14-a288-a460172c47d8,Bradford/Bradford-Registry_of_Court_Open_Cases,Bradford County: Registry of Court Open Cases,clerk_administrative,review,clerk_admin,high,title junk pattern: registry of court open cases
39a755a7-fabf-43d3-bca2-5dfc73acff96,Bradford/Bradford-Request_to_be_Excused_from_Email_Service,Bradford County: Request to be Excused from Email Service,county_local,published,filing,high,filing title signal: request to
226167f7-3bce-4525-b638-4576466f6783,Bradford/Bradford-RequestSS-AcctNumber,Bradford County: RequestSS AcctNumber,clerk_administrative,review,redaction,high,redaction pattern: \bacct
58f4eb62-e978-4051-9226-d4588cbdac81,Bradford/Bradford-StandingFamilyCourtOrder,Standing Family Court Order,county_local,published,filing,low,weak filing signal: order\b
b70517e7-1f75-499c-aa9d-d762bce459bc,Bradford/Bradford-TRLS-Brochure,Bradford County - TRLS-Brochure.pdf,clerk_administrative,review,clerk_admin,high,title junk pattern: brochure
ed9c5e5a-b8a2-471a-b961-59611e1181be,Bradford/Bradford-UTC-Affidavit-Clerk,Bradford County: UTC Affidavit Clerk,county_local,published,filing,high,filing title signal: affidavit
232717d4-ec5f-4200-9ac9-e43a474c4ec9,Brevard/brevard-2026_Official_Holiday_Schedule,Brevard County - 2026_Official_Holiday_Schedule.pdf,county_local,review,uncertain,low,no filing/payment/redaction signal in metadata
04d5eb2a-072c-472e-b6ba-9dd0351c67fe,Brevard/brevard-Judgepublic,Brevard County - Judgepublic.pdf,county_local,review,uncertain,low,no filing/payment/redaction signal in metadata
04c1dc7d-a276-4e06-af6a-be3bbd1dfd52,Calhoun/calhoun-CalhounCountyOrdinanceIndex_0061_ada,Calhoun County - calhoun-CalhounCountyOrdinanceIndex_0061_ada.pdf,clerk_administrative,review,clerk_admin,high,title junk pattern: ordinance
793c4367-7676-4728-8ba4-aba031ecdb93,Calhoun/calhoun-FEE-SCHEDULE-FOR-WEBSITE-2025,Calhoun County - calhoun-FEE-SCHEDULE-FOR-WEBSITE-2025.pdf,county_local,review,uncertain,low,no filing/payment/redaction signal in metadata
f4a94445-b5d6-403b-963d-391c5af72bef,circuits/circuit10/5-51.0,5 51.0,circuit_specific,review,uncertain,low,no filing/payment/redaction signal in metadata
a18c4912-4504-4ebc-8c7f-552bbb6ee5eb,circuits/circuit10/AcceptanceOfServiceForm,WAIVER AND ACCEPTANCE OF SERVICE,circuit_specific,review,filing,high,filing title signal: acceptance of service
7352b3c2-7048-4712-98a0-189a08fb3faf,circuits/circuit10/AO_1-61.1,ADMINISTRATIVE ORDER NO. 1-61.1,circuit_specific,review,filing,high,filing title signal: administrative order
4e7eec80-db01-496b-a5f3-ddf09c1fb40b,circuits/circuit10/AO_5-20.7,Ao 5 20.7,circuit_specific,review,filing,high,filing title signal: \bao\b
477d2aa9-ad8c-438e-89a5-7cbb50bcd6d4,circuits/circuit10/AO_5-20.8,ADMINISTRATIVE ORDER NO: 5-20.8,circuit_specific,review,filing,high,filing title signal: administrative order
6e561211-fed2-4d53-82af-29b6e09a8339,circuits/circuit10/ChecklistCoverSheet_RelocationForms,FOR THE SELF-REPRESENTED LITIGANT,circuit_specific,review,uncertain,low,no filing/payment/redaction signal in metadata
6d3e5d0d-7c48-4a1e-93de-8fe5f4c83ba3,circuits/circuit10/Instructions_ContestingDelinqDLSusp,OBJECTION TO NOTICE OF DELINQUENCY AND/OR,circuit_specific,review,filing,high,filing title signal: notice of
ad7d2337-4dd1-46d6-9608-39a89a108403,circuits/circuit10/MotionForIWO,MOTION FOR ENTRY OF INCOME WITHHOLDING ORDER,circuit_specific,review,filing,high,filing title signal: motion
4dc23a36-24a2-414a-9bef-e3a767d32a72,circuits/circuit10/NoticeOfLimitationOfServicesProvided,NOTICE OF LIMITATION OF SERVICES PROVIDED,circuit_specific,review,filing,high,filing title signal: notice of
1b653cad-c4a2-4100-80d7-3058404f8c2d,circuits/circuit10/ProSe_SelfHelp,WELCOME TO THE SELF-HELP PROGRAM,circuit_specific,review,uncertain,low,no filing/payment/redaction signal in metadata
44fcf443-6e08-4da3-94fa-ffe60b57e4de,circuits/circuit10/Quickparts_and_ePortal_ICMS_Proposed_Orders,Quickparts And Eportal Icms Proposed Orders,circuit_specific,review,uncertain,low,no filing/payment/redaction signal in metadata
fa89dc91-ea04-4d18-8a8f-c2fb020356b3,circuits/circuit10/RulesOfCourtroomCivility,FAMILY LAW DIVISION (SELF-HELP PROGRAM),circuit_specific,review,uncertain,low,no filing/payment/redaction signal in metadata
8ecc4eda-25a0-42c0-a827-375a71306734,circuits/circuit10/SamsHouseSupervisedVisitationAgency,Samshousesupervisedvisitationagency,circuit_specific,review,uncertain,low,no filing/payment/redaction signal in metadata
61309886-6d1b-41a7-980a-71a3ed9a578f,circuits/circuit10/SupervisedVisitation,STANDARD AND THERAPEUTIC VISITATION SERVICES AVAILABLE,circuit_specific,review,uncertain,low,no filing/payment/redaction signal in metadata
5f91b760-c0df-4bb3-8079-54df0560d6d2,circuits/circuit11/osca-long-range-plan-2022-27,FAIR AND ACCESSIBLE TO ALL,circuit_specific,review,uncertain,low,no filing/payment/redaction signal in metadata
dcfd87fd-e818-4baa-be3f-e5f5ffb51c7a,circuits/circuit11/selfhelp_Rule,Selfhelp Rule,circuit_specific,review,uncertain,low,no filing/payment/redaction signal in metadata
6ac372ef-c695-4aba-8fe9-1165f19d0046,circuits/circuit19/980a-_208.28,PETITION FOR INJUNCTION FOR PROTECTION AGAINST,domestic_violence,published,filing,high,filing title signal: petition
f6a3ec70-f228-4143-b79b-1e5437e35b73,circuits/circuit19/980c2,Temporary Injunction for Protection Against Domestic Violence without Minor Children,domestic_violence,published,filing,high,filing title signal: injunction
734a88a5-3aa3-4d39-abef-730fb42f4bda,circuits/circuit19/980g,"Supplemental Affidavit in Support of Petition for Injunction for Protection Against Domestic, Repeat, Dating, or Sexual ",domestic_violence,published,filing,high,filing title signal: petition
2b34795f-953e-4caf-97ba-c67f054f0fc8,circuits/circuit19/980i,"Motion for Extension of Injunction for Protection Against Domestic, Repeat, Dating, or Sexual Violence; or Stalking",domestic_violence,published,filing,high,filing title signal: motion
b66c3f6c-87b6-4233-85c5-11b49e05a6a6,circuits/circuit19/980j,"Motion for Modification of Injunction for Protection Against Domestic, Repeat, Dating or Sexual Violence, or Stalking",domestic_violence,published,filing,high,filing title signal: motion
b11fbe27-91dc-485b-b68b-4c49ae13952d,circuits/circuit19/980k,TEMPORARY INJUNCTION FOR PROTECTION AGAINST REPEAT VIOLENCE,domestic_violence,published,filing,high,filing title signal: injunction
43265c26-efef-4e76-9b17-d2b1ae19166a,circuits/circuit19/980n_208.28,Petition for Injunction for Protection Against Dating Violence,domestic_violence,published,filing,high,filing title signal: petition
54ed716e-27d6-4c14-a5c5-df33581af8d2,circuits/circuit19/980o,980O,domestic_violence,review,filing,high,db category signal: domestic_violence
5e55ffbf-56df-4daf-8fda-9fef690dfc58,circuits/circuit19/980q-_208.29,PETITION FOR INJUNCTION FOR,domestic_violence,published,filing,high,filing title signal: petition
b92b7e77-5f67-49b5-9172-97b4683f4971,circuits/circuit19/980r,980R,domestic_violence,review,filing,high,db category signal: domestic_violence
4898a559-67d0-4800-ae2f-c56683afaaed,circuits/circuit19/Amended-AO-2026-03_Judicial-Assignments-for-2026,AMENDED ADMINISTRATIVE ORDER 2026-03,circuit_specific,review,filing,high,filing title signal: administrative order
842cae0d-8695-419b-972e-1501aafd5999,circuits/circuit5/acceptance-of-service-of-supplemental-petion-and-answer,Acceptance Of Service Of Supplemental Petion And Answer,circuit_specific,published,filing,high,filing title signal: answer
e9ae0d45-b248-48c5-a3ad-60f0e1e942bb,circuits/circuit5/addendum-to-petition,ADDENDUM TO PETITION/COMPLAINT,circuit_specific,review,filing,high,filing title signal: petition
894fb61b-e23a-4865-acf6-5a48aa139d27,circuits/circuit5/answer-to-petition,Answer To Petition,circuit_specific,published,filing,high,filing title signal: petition
d5d8091d-ef9e-4e10-bbd7-704d94cbb238,circuits/circuit5/answer-to-supplemental-petition,Answer To Supplemental Petition,circuit_specific,published,filing,high,filing title signal: petition
215904ea-a83e-47da-9fea-2dd0f82c2774,circuits/circuit5/designation-of-current-mailing-or-email-address-sept.-23-fillable,DESIGNATION OF CURRENT MAILING AND E-MAIL ADDRESS,circuit_specific,review,filing,high,filing title signal: designation of
aaaa8c52-d1c9-4e1b-bc71-cc511626a1d4,circuits/circuit5/motion-for-income-withholding-order,MOTION FOR INCOME DEDUCTION/INCOME WITHHOLDING ORDER,circuit_specific,review,filing,high,filing title signal: motion
